1421822	7422570	-42.02736	-23.04960	-211.3410
1421818	7422576	-42.02740	-23.04955	-212.1550
1421816	7422583	-42.02743	-23.04949	-212.9650
1421812	7422590	-42.02747	-23.04943	-213.7640
1421809	7422595	-42.02750	-23.04938	-214.5610
1421807	7422602	-42.02753	-23.04932	-215.3480
1421803	7422608	-42.02757	-23.04927	-216.1310
1421800	7422615	-42.02760	-23.04921	-216.9060
1421797	7422622	-42.02763	-23.04915	-217.6700
1421794	7422628	-42.02767	-23.04910	-218.4220
1421791	7422635	-42.02770	-23.04904	-219.1690
1421788	7422640	-42.02773	-23.04899	-219.9010
1421785	7422647	-42.02777	-23.04893	-220.6210
1421782	7422653	-42.02780	-23.04888	-221.3240
1421779	7422660	-42.02783	-23.04882	-222.0160
1421775	7422667	-42.02787	-23.04876	-222.6900
1421773	7422673	-42.02790	-23.04871	-223.3510
1421770	7422680	-42.02793	-23.04865	-223.9920
1421766	7422686	-42.02797	-23.04860	-224.6120
1421763	7422692	-42.02800	-23.04854	-225.2240
1421760	7422698	-42.02804	-23.04849	-225.8150
1421757	7422705	-42.02807	-23.04843	-226.3910
1421754	7422712	-42.02810	-23.04837	-226.9200
1421751	7422718	-42.02814	-23.04832	-227.4090
1421748	7422725	-42.02817	-23.04826	-227.8620
1421745	7422731	-42.02820	-23.04821	-228.3200
1421741	7422738	-42.02824	-23.04815	-228.7950
1421739	7422744	-42.02827	-23.04809	-229.2610
1421736	7422750	-42.02830	-23.04804	-229.7110
1421733	7422757	-42.02833	-23.04798	-230.1480
1421729	7422763	-42.02837	-23.04793	-230.5560
1421727	7422770	-42.02840	-23.04787	-230.9500
1421724	7422777	-42.02843	-23.04781	-231.3200
1421720	7422783	-42.02847	-23.04776	-231.6460
1421718	7422789	-42.02850	-23.04770	-231.9370
1421715	7422795	-42.02853	-23.04765	-232.2100
1421711	7422802	-42.02857	-23.04759	-232.4530
1421708	7422809	-42.02860	-23.04753	-232.6830
1421706	7422815	-42.02863	-23.04748	-232.8850
1421703	7422822	-42.02866	-23.04742	-233.0650
1421699	7422829	-42.02870	-23.04736	-233.2270
1421697	7422834	-42.02873	-23.04731	-233.3630
1421694	7422841	-42.02876	-23.04725	-233.4720
1421691	7422848	-42.02879	-23.04719	-233.5600
1421687	7422854	-42.02883	-23.04714	-233.6100
1421685	7422861	-42.02886	-23.04708	-233.6500
1421682	7422867	-42.02889	-23.04703	-233.6680
1421679	7422874	-42.02892	-23.04697	-233.6550
1421676	7422881	-42.02896	-23.04691	-233.6100
1421673	7422886	-42.02899	-23.04686	-233.5520
